"","date","nox","no","no2","h2s","pm10","co","so2","o3","hcnm","hct","wd","ws"
"3377",2018-08-28 00:00:00,12,1,12,1.2,NA,NA,NA,NA,NA,NA,252.621833253795,1.97708333333333
"3378",2018-08-29 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.576524105064,2.26875
"3379",2018-08-30 00:00:00,9,1,9,2,NA,NA,NA,NA,NA,NA,209.788465994088,2.37916666666667
"3380",2018-08-31 00:00:00,36,1,34,1,NA,NA,NA,NA,NA,NA,97.1065005776952,2.27916666666667
"3381",2018-09-01 00:00:00,16,1,16,1,NA,NA,NA,NA,NA,NA,133.738694002227,2.44375
"3382",2018-09-02 00:00:00,15,1,14,1,NA,NA,NA,NA,NA,NA,114.023431905109,2.45833333333333
"3383",2018-09-03 00:00:00,24,1,22,1,NA,NA,NA,NA,NA,NA,125.789682784238,2.54166666666667
"3384",2018-09-04 00:00:00,35,1,33,3,NA,NA,NA,NA,NA,NA,132.56033015179,2.12083333333333
"3385",2018-09-05 00:00:00,26,1,25,1,NA,NA,NA,NA,NA,NA,120.472807132683,2.13125
"3386",2018-09-06 00:00:00,46,4,40,1,NA,NA,NA,NA,NA,NA,162.680810646659,1.8875
"3387",2018-09-07 00:00:00,43,9,42,1,NA,NA,NA,NA,NA,NA,167.280220744228,2.13958333333333
"3388",2018-09-08 00:00:00,28,2,25,1,NA,NA,NA,NA,NA,NA,163.844091878054,1.6875
"3389",2018-09-09 00:00:00,77,20,47,2.8,NA,NA,NA,NA,NA,NA,103.340571562283,1.83541666666667
"3390",2018-09-10 00:00:00,55,14,33,1.4,NA,NA,NA,NA,NA,NA,187.721577769974,1.5875
"3391",2018-09-11 00:00:00,39,1,38,1.2,NA,NA,NA,NA,NA,NA,163.7516933573,1.82916666666667
"3392",2018-09-12 00:00:00,36,4,30,1.6,NA,NA,NA,NA,NA,NA,253.091577154422,1.64166666666667
"3393",2018-09-13 00:00:00,33,1,31,1,NA,NA,NA,NA,NA,NA,293.050837189346,1.58541666666667
"3394",2018-09-14 00:00:00,82,20,53,1.2,NA,NA,NA,NA,NA,NA,156.006360033838,1.63541666666667
"3395",2018-09-15 00:00:00,37,5,30,1,NA,NA,NA,NA,NA,NA,147.148761703078,1.46041666666667
"3396",2018-09-16 00:00:00,28,1,26,1,NA,NA,NA,NA,NA,NA,147.185991901436,1.69791666666667
"3397",2018-09-17 00:00:00,63,17,38,1,NA,NA,NA,NA,NA,NA,155.470325999546,1.73125
"3398",2018-09-18 00:00:00,53,23,26,1.2,NA,NA,NA,NA,NA,NA,108.701841873853,1.53958333333333
"3399",2018-09-19 00:00:00,45,13,24,1,NA,NA,NA,NA,NA,NA,182.079250870931,1.71875
"3400",2018-09-20 00:00:00,37,2,35,1.8,NA,NA,NA,NA,NA,NA,260.311476500004,1.79791666666667
"3401",2018-09-21 00:00:00,41,1,40,1.2,NA,NA,NA,NA,NA,NA,152.233941501,2.39583333333333
"3402",2018-09-22 00:00:00,45,9,31,1.8,NA,NA,NA,NA,NA,NA,285.794675845953,1.13125
"3403",2018-09-23 00:00:00,46,10,31,2,NA,NA,NA,NA,NA,NA,289.239195052156,1.47916666666667
"3404",2018-09-24 00:00:00,13,1,13,1.2,NA,NA,NA,NA,NA,NA,159.301446692922,2.45
"3405",2018-09-25 00:00:00,18,1,17,2.4,NA,NA,NA,NA,NA,NA,81.5071817992289,2.42708333333333
"3406",2018-09-26 00:00:00,25,1,23,2.2,NA,NA,NA,NA,NA,NA,87.1548596552342,3.30833333333333
"3407",2018-09-27 00:00:00,48,9,34,2,NA,NA,NA,NA,NA,NA,169.155702400104,1.49375
"3408",2018-09-28 00:00:00,36,1,35,3,NA,NA,NA,NA,NA,NA,295.88895400223,1.75833333333333
"3409",2018-09-29 00:00:00,32,1,31,1,NA,NA,NA,NA,NA,NA,113.471719715312,2.28541666666667
"3410",2018-09-30 00:00:00,42,2,39,2,NA,NA,NA,NA,NA,NA,241.076407614834,1.73958333333333
"3411",2018-10-01 00:00:00,17,1,16,1.6,NA,NA,NA,NA,NA,NA,260.817021943055,2.80416666666667
"3412",2018-10-02 00:00:00,43,9,29,2.2,NA,NA,NA,NA,NA,NA,295.131540294267,2.42708333333333
"3413",2018-10-03 00:00:00,70,14,50,3.4,NA,NA,NA,NA,NA,NA,271.58007895454,1.91458333333333
"3414",2018-10-04 00:00:00,73,17,46,1.8,NA,NA,NA,NA,NA,NA,148.435173281116,1.67083333333333
"3415",2018-10-05 00:00:00,60,14,40,3,NA,NA,NA,NA,NA,NA,195.633307533773,1.82083333333333
"3416",2018-10-06 00:00:00,44,6,35,1.2,NA,NA,NA,NA,NA,NA,206.469612723024,1.51041666666667
"3417",2018-10-07 00:00:00,16,1,15,1,NA,NA,NA,NA,NA,NA,267.898498098181,2.38541666666667
"3418",2018-10-08 00:00:00,83,31,36,3.8,15,NA,NA,NA,NA,NA,318.584364458951,1.21041666666667
"3419",2018-10-09 00:00:00,NA,NA,NA,1,5,NA,NA,NA,NA,NA,72.7805478738422,2.47291666666667
"3420",2018-10-10 00:00:00,NA,NA,NA,1.6,24,NA,NA,NA,NA,NA,93.173635356303,1.7625
"3421",2018-10-11 00:00:00,125,49,51,1,28,NA,NA,NA,NA,NA,287.178637268029,1.5375
"3422",2018-10-12 00:00:00,63,23,29,1,23,NA,NA,NA,NA,NA,137.981584399458,1.68958333333333
"3423",2018-10-13 00:00:00,53,12,34,1,26,NA,NA,NA,NA,NA,123.125181142176,1.53541666666667
"3424",2018-10-14 00:00:00,9,1,8,1,20,NA,NA,NA,NA,NA,127.929674374275,4.12708333333333
"3425",2018-10-15 00:00:00,68,26,28,2.2,17,NA,NA,NA,NA,NA,296.794044379267,2.24375
"3426",2018-10-16 00:00:00,128,59,38,5.4,21,NA,NA,NA,NA,NA,29.5946116147887,1.44791666666667
"3427",2018-10-17 00:00:00,59,15,36,10,22,NA,NA,NA,NA,NA,308.071416447536,1.59375
"3428",2018-10-18 00:00:00,58,15,36,8.2,29,NA,NA,NA,NA,NA,2.59396813649856,1.60208333333333
"3429",2018-10-19 00:00:00,78,23,43,1,30,NA,NA,NA,NA,NA,54.1503808535001,3.08125
"3430",2018-10-20 00:00:00,61,20,30,1,34,NA,NA,NA,NA,NA,76.0655445212075,1.59791666666667
"3431",2018-10-21 00:00:00,46,12,29,1.4,23,NA,NA,NA,NA,NA,289.71043168329,1.74583333333333
"3432",2018-10-22 00:00:00,76,27,34,2,30,NA,NA,NA,NA,NA,229.597268115986,1.54791666666667
"3433",2018-10-23 00:00:00,34,2,31,1,22,NA,NA,NA,NA,NA,291.163936237879,2.30833333333333
"3434",2018-10-24 00:00:00,36,2,32,2.2,26,NA,NA,NA,NA,NA,301.773020691541,3.07708333333333
"3435",2018-10-25 00:00:00,76,18,48,4.2,27,NA,NA,NA,NA,NA,290.946436060732,2.0125
"3436",2018-10-26 00:00:00,111,43,46,3,32,NA,NA,NA,NA,NA,307.406086214021,1.36458333333333
"3437",2018-10-27 00:00:00,18,3,14,1,11,NA,NA,NA,NA,NA,287.542839868011,1.44791666666667
"3438",2018-10-28 00:00:00,22,2,19,1,8,NA,NA,NA,NA,NA,294.324056896721,1.50869565217391
"3439",2018-10-28 23:00:00,28,5,21,1,11,NA,NA,NA,NA,NA,289.477808559007,4.1875
"3440",2018-10-29 23:00:00,14,2,11,1,12,NA,NA,NA,NA,NA,290.170531752395,2.05
"3441",2018-10-30 23:00:00,158,66,57,8.2,35,NA,NA,NA,NA,NA,79.2658789517129,2.71666666666667
"3442",2018-10-31 23:00:00,81,16,57,3,19,NA,NA,NA,NA,NA,307.326576156384,1.69166666666667
"3443",2018-11-01 23:00:00,85,35,32,1.2,19,NA,NA,NA,NA,NA,302.953662969702,1.44166666666667
"3444",2018-11-02 23:00:00,131,65,32,1.8,21,NA,NA,NA,NA,NA,296.795813664493,2.05416666666667
"3445",2018-11-03 23:00:00,36,3,32,1,14,NA,NA,NA,NA,NA,298.017139874652,1.87291666666667
"3446",2018-11-04 23:00:00,69,17,43,3,25,NA,NA,NA,NA,NA,107.266894884948,2.2375
"3447",2018-11-05 23:00:00,59,6,50,1,12,NA,NA,NA,NA,NA,285.31755320695,2.175
"3448",2018-11-06 23:00:00,96,36,41,2.2,16,NA,NA,NA,NA,NA,298.079079537604,1.76666666666667
"3449",2018-11-07 23:00:00,76,25,38,4.6,21,NA,NA,NA,NA,NA,329.332892956077,1.07083333333333
"3450",2018-11-08 23:00:00,213,117,34,4.2,33,NA,NA,NA,NA,NA,297.540374081333,2.15833333333333
"3451",2018-11-09 23:00:00,41,4,36,1.2,12,NA,NA,NA,NA,NA,285.639304229668,1.6125
"3452",2018-11-10 23:00:00,71,23,37,1.8,21,NA,NA,NA,NA,NA,191.890885109404,1.95625
"3453",2018-11-11 23:00:00,163,84,35,2.6,35,NA,NA,NA,NA,NA,97.5168124566291,1.60208333333333
"3454",2018-11-12 23:00:00,102,34,51,4.2,44,NA,NA,NA,NA,NA,28.9992298039414,1.52083333333333
"3455",2018-11-13 23:00:00,109,44,42,2,48,NA,NA,NA,NA,NA,52.9847743997857,1.68125
"3456",2018-11-14 23:00:00,170,79,50,8.4,53,NA,NA,NA,NA,NA,344.826848012534,1.50208333333333
"3457",2018-11-15 23:00:00,84,23,48,3.4,17,NA,NA,NA,NA,NA,350.100913773888,1.18541666666667
"3458",2018-11-16 23:00:00,140,60,47,5.2,35,NA,NA,NA,NA,NA,37.5102156471038,1.3875
"3459",2018-11-17 23:00:00,41,2,38,1.8,20,NA,NA,NA,NA,NA,47.5422979025792,3.28958333333333
"3460",2018-11-18 23:00:00,14,1,13,1,17,NA,NA,NA,NA,NA,45.2146859446948,2.02291666666667
"3461",2018-11-19 23:00:00,131,60,39,1.6,30,NA,NA,NA,NA,NA,315.305211537828,1.15208333333333
"3462",2018-11-20 23:00:00,62,12,43,1,14,NA,NA,NA,NA,NA,303.284235179364,1.77083333333333
"3463",2018-11-21 23:00:00,115,54,33,1.6,21,NA,NA,NA,NA,NA,312.882352520917,1.2625
"3464",2018-11-22 23:00:00,167,86,35,4,30,NA,NA,NA,NA,NA,303.42938799446,1.61875
"3465",2018-11-23 23:00:00,51,9,36,1,11,NA,NA,NA,NA,NA,302.396453305358,1.80625
"3466",2018-11-24 23:00:00,111,50,35,1.8,17,NA,NA,NA,NA,NA,302.394104320138,1.7625
"3467",2018-11-25 23:00:00,104,45,35,1.2,16,NA,NA,NA,NA,NA,288.07089347281,2.50416666666667
"3468",2018-11-26 23:00:00,17,1,16,1,8,NA,NA,NA,NA,NA,299.389694566763,2.33125
"3469",2018-11-27 23:00:00,131,62,36,3,20,NA,NA,NA,NA,NA,304.437249738593,1.52083333333333
"3470",2018-11-28 23:00:00,108,48,35,2.2,20,NA,NA,NA,NA,NA,322.389551911562,1.68571428571429
"3471",2018-12-02 23:00:00,112,46,43,2.8,21,NA,NA,NA,NA,NA,303.754755304515,2.37857142857143
"3472",2018-12-03 23:00:00,56,13,36,1,21,NA,NA,NA,NA,NA,305.159960024603,2.02708333333333
"3473",2018-12-04 23:00:00,169,95,24,2,24,NA,NA,NA,NA,NA,292.916149780323,1.65833333333333
"3474",2018-12-05 23:00:00,118,52,38,2.2,24,NA,NA,NA,NA,NA,297.155603144065,2.32083333333333
"3475",2018-12-06 23:00:00,93,42,28,1.4,20,NA,NA,NA,NA,NA,302.279071931988,2.4875
"3476",2018-12-07 23:00:00,60,22,26,1.4,18,NA,NA,NA,NA,NA,306.204493564353,1.85208333333333
"3477",2018-12-08 23:00:00,89,37,32,3.8,23,NA,NA,NA,NA,NA,302.610787533153,2.43125
"3478",2018-12-09 23:00:00,79,16,54,1.4,24,NA,NA,NA,NA,NA,311.002305875036,1.35208333333333
"3479",2018-12-10 23:00:00,104,49,29,1,26,NA,NA,NA,NA,NA,305.603270412631,1.18958333333333
"3480",2018-12-11 23:00:00,147,71,39,1,30,NA,NA,NA,NA,NA,308.95639992757,1.48541666666667
"3481",2018-12-12 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.29582998544,1.1125
"3482",2018-12-14 23:00:00,245,135,39,3.2,32,NA,NA,NA,NA,NA,306.174625963471,1.63125
"3483",2018-12-15 23:00:00,66,23,31,1,17,NA,NA,NA,NA,NA,299.943823471084,1.91666666666667
"3484",2018-12-16 23:00:00,47,16,24,1.4,7,NA,NA,NA,NA,NA,299.122478195465,2.625
"3485",2018-12-17 23:00:00,106,40,44,2.2,18,NA,NA,NA,NA,NA,298.916912592666,1.67916666666667
"3486",2018-12-18 23:00:00,153,71,45,4,26,NA,NA,NA,NA,NA,292.432546059372,2.8625
"3487",2018-12-19 23:00:00,81,20,51,2,14,NA,NA,NA,NA,NA,302.916910613305,1.42222222222222
"3488",2018-12-20 23:00:00,112,49,37,4.6,19,NA,NA,NA,NA,NA,300.210926446751,1.71875
"3489",2018-12-21 23:00:00,112,44,44,2.2,18,NA,NA,NA,NA,NA,299.681104275342,2.41458333333333
"3490",2018-12-22 23:00:00,68,16,43,1.2,15,NA,NA,NA,NA,NA,297.389244175995,2.14583333333333
"3491",2018-12-23 23:00:00,64,14,42,2,14,NA,NA,NA,NA,NA,305.872060766662,2.5625
"3492",2018-12-24 23:00:00,55,16,30,2.4,12,NA,NA,NA,NA,NA,311.334834128061,1.39583333333333
"3493",2018-12-25 23:00:00,132,69,27,4.6,23,NA,NA,NA,NA,NA,299.218674859417,1.07291666666667
"3494",2018-12-26 23:00:00,104,48,30,1.4,19,NA,NA,NA,NA,NA,300.631641529425,1.77708333333333
"3495",2018-12-27 23:00:00,99,46,27,2.2,17,NA,NA,NA,NA,NA,302.265063045461,2.07291666666667
"3496",2018-12-28 23:00:00,70,29,27,3.4,20,NA,NA,NA,NA,NA,293.676003114646,2.77083333333333
"3497",2018-12-29 23:00:00,62,20,32,2.2,16,NA,NA,NA,NA,NA,300.66865767761,3.1375
"3498",2018-12-30 23:00:00,54,11,38,2.6,14,NA,NA,NA,NA,NA,299.770857261424,2.475
"3499",2018-12-31 23:00:00,44,3,39,1,13,NA,NA,NA,NA,NA,304.335745897668,1.75625
"3500",2019-01-01 23:00:00,82,21,50,2,14,NA,NA,NA,NA,NA,298.281862640011,3.68125
"3501",2019-01-02 23:00:00,55,12,36,2.2,13,NA,NA,NA,NA,NA,298.646616696971,1.97083333333333
"3502",2019-01-03 23:00:00,106,41,43,4.6,19,NA,NA,NA,NA,NA,312.513249738833,1.68541666666667
"3503",2019-01-04 23:00:00,143,65,43,4.2,28,NA,NA,NA,NA,NA,298.967366813328,2.76875
"3504",2019-01-05 23:00:00,49,6,40,1.2,20,NA,NA,NA,NA,NA,295.931180870439,3.32916666666667
"3505",2019-01-06 23:00:00,44,3,40,2.6,16,NA,NA,NA,NA,NA,297.564852103433,2.38958333333333
"3506",2019-01-07 23:00:00,76,19,48,3.4,21,NA,NA,NA,NA,NA,304.583052555717,2.79583333333333
"3507",2019-01-08 23:00:00,79,24,43,5,19,NA,NA,NA,NA,NA,324.383001600182,2.41666666666667
"3508",2019-01-09 23:00:00,279,145,57,6.4,34,NA,NA,NA,NA,NA,308.027139642142,2.17083333333333
"3509",2019-01-10 23:00:00,227,111,57,8.2,28,NA,NA,NA,NA,NA,300.789272717299,1.825
"3510",2019-01-11 23:00:00,104,37,47,1,28,NA,NA,NA,NA,NA,311.90097990527,2.36666666666667
"3511",2019-01-12 23:00:00,84,27,42,1.6,26,NA,NA,NA,NA,NA,313.656117351888,2.3
"3512",2019-01-13 23:00:00,54,11,37,3,14,NA,NA,NA,NA,NA,310.704991867789,2.87083333333333
"3513",2019-01-14 23:00:00,142,65,43,3.2,23,NA,NA,NA,NA,NA,302.865343259585,1.75
"3514",2019-01-15 23:00:00,130,58,42,2.6,23,NA,NA,NA,NA,NA,298.171382011042,1.85208333333333
"3515",2019-01-16 23:00:00,165,80,43,3.8,39,NA,NA,NA,NA,NA,294.650735141028,1.67291666666667
"3516",2019-01-17 23:00:00,39,5,32,1.4,18,NA,NA,NA,NA,NA,301.532836381219,2.175
"3517",2019-01-18 23:00:00,60,12,42,2.8,16,NA,NA,NA,NA,NA,302.337088083997,1.77708333333333
"3518",2019-01-19 23:00:00,78,23,42,1,18,NA,NA,NA,NA,NA,319.405157644854,1.07083333333333
"3519",2019-01-20 23:00:00,87,36,32,4,17,NA,NA,NA,NA,NA,300.740674729046,1.77916666666667
"3520",2019-01-21 23:00:00,133,65,34,1,18,NA,NA,NA,NA,NA,306.649137190071,2.31041666666667
"3521",2019-01-22 23:00:00,52,4,45,1.8,21,NA,NA,NA,NA,NA,313.852411331696,2.64375
"3522",2019-01-23 23:00:00,33,1,31,2,10,NA,NA,NA,NA,NA,318.652839130294,4.18125
"3523",2019-01-24 23:00:00,88,15,66,1.6,11,NA,NA,NA,NA,NA,2.28027852387433,1.49583333333333
"3524",2019-01-25 23:00:00,235,107,72,4,34,NA,NA,NA,NA,NA,304.53394732334,1.77916666666667
"3525",2019-01-26 23:00:00,109,39,49,3.4,21,NA,NA,NA,NA,NA,292.677781452835,3.21875
"3526",2019-01-27 23:00:00,20,1,18,1.2,10,NA,NA,NA,NA,NA,298.122106051914,4.1375
"3527",2019-01-28 23:00:00,72,12,55,1,13,NA,NA,NA,NA,NA,291.545007449114,2.35416666666667
"3528",2019-01-29 23:00:00,88,23,52,2.4,18,NA,NA,NA,NA,NA,290.621048632944,3.75208333333333
"3529",2019-01-30 23:00:00,110,29,66,2.3,16,NA,NA,NA,NA,NA,291.686360366826,1.8625
"3530",2019-01-31 23:00:00,103,33,54,1.1,16,NA,NA,NA,NA,NA,292.821104009586,2.36041666666667
"3531",2019-02-01 23:00:00,117,42,53,2.2,28,NA,NA,NA,NA,NA,290.046575770185,4.25833333333333
"3532",2019-02-02 23:00:00,16,1,15,1.5,11,NA,NA,NA,NA,NA,303.914170950991,2.33541666666667
"3533",2019-02-03 23:00:00,35,1,34,1,9,NA,NA,NA,NA,NA,290.574405405738,1.95
"3534",2019-02-04 23:00:00,169,70,61,4.4,22,NA,NA,NA,NA,NA,279.591198697414,1.71875
"3535",2019-02-05 23:00:00,227,115,51,6.7,28,NA,NA,NA,NA,NA,291.894152439162,1.84583333333333
"3536",2019-02-06 23:00:00,193,95,48,4.8,29,NA,NA,NA,NA,NA,281.849467449385,1.90833333333333
"3537",2019-02-07 23:00:00,123,49,49,2.2,32,NA,NA,NA,NA,NA,306.58061004862,1.65625
"3538",2019-02-08 23:00:00,92,20,62,1.2,27,NA,NA,NA,NA,NA,275.244308907871,1.53333333333333
"3539",2019-02-09 23:00:00,66,10,51,1.2,28,NA,NA,NA,NA,NA,290.05735210586,2.88958333333333
"3540",2019-02-10 23:00:00,43,2,40,1.2,11,NA,NA,NA,NA,NA,299.569662814941,2.23958333333333
"3541",2019-02-11 23:00:00,190,73,79,4.3,50,NA,NA,NA,NA,NA,296.82122572724,1.82916666666667
"3542",2019-02-12 23:00:00,93,25,55,3.7,23,NA,NA,NA,NA,NA,254.090455077781,1.82083333333333
"3543",2019-02-13 23:00:00,119,42,55,1.3,22,NA,NA,NA,NA,NA,284.224965248697,2.04166666666667
"3544",2019-02-14 23:00:00,120,42,56,1.7,19,NA,NA,NA,NA,NA,289.207617443219,1.9625
"3545",2019-02-15 23:00:00,121,34,69,2.1,24,NA,NA,NA,NA,NA,257.962126053138,2.03125
"3546",2019-02-16 23:00:00,113,32,64,1,22,NA,NA,NA,NA,NA,152.56611031582,1.94375
"3547",2019-02-17 23:00:00,113,36,58,1.2,29,NA,NA,NA,NA,NA,132.623786646875,1.54791666666667
"3548",2019-02-18 23:00:00,106,21,75,2,38,NA,NA,NA,NA,NA,104.153182932007,1.4875
"3549",2019-02-19 23:00:00,92,27,51,2.8,30,NA,NA,NA,NA,NA,299.271467483762,1.18125
"3550",2019-02-20 23:00:00,99,32,50,1.7,30,NA,NA,NA,NA,NA,279.516799512611,1.94583333333333
"3551",2019-02-21 23:00:00,67,7,56,1.6,29,NA,NA,NA,NA,NA,297.864419084703,2.28541666666667
"3552",2019-02-22 23:00:00,102,23,67,2.2,61,NA,NA,NA,NA,NA,292.412350142823,1.8875
"3553",2019-02-23 23:00:00,105,27,63,2.1,34,NA,NA,NA,NA,NA,215.915976966989,1.73125
"3554",2019-02-24 23:00:00,94,22,61,1.5,25,NA,NA,NA,NA,NA,282.932845870659,1.60625
"3555",2019-02-25 23:00:00,96,18,68,3.4,37,NA,NA,NA,NA,NA,220.690579846883,2.15625
"3556",2019-02-26 23:00:00,109,30,62,3.3,33,NA,NA,NA,NA,NA,275.227715714371,2.06458333333333
"3557",2019-02-27 23:00:00,119,33,68,2,42,NA,NA,NA,NA,NA,291.529602719777,2.08125
"3558",2019-02-28 23:00:00,141,42,77,4.6,48,NA,NA,NA,NA,NA,180.147723670365,2.26458333333333
"3559",2019-03-01 23:00:00,120,38,63,3.7,46,NA,NA,NA,NA,NA,155.514554152603,2.025
"3560",2019-03-02 23:00:00,90,19,61,2.1,34,NA,NA,NA,NA,NA,294.280438324206,1.99375
"3561",2019-03-03 23:00:00,101,17,76,2.6,30,NA,NA,NA,NA,NA,284.311375049484,2.37708333333333
"3562",2019-03-04 23:00:00,22,1,23,1.2,31,NA,NA,NA,NA,NA,156.898796105261,2.05
"3563",2019-03-05 23:00:00,134,51,56,3.5,29,NA,NA,NA,NA,NA,133.782416884462,1.70416666666667
"3564",2019-03-06 23:00:00,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,292.044587804118,2.61041666666667
"3565",2019-03-07 23:00:00,118,37,62,5.8,26,NA,NA,NA,NA,NA,210.028649306499,2.1125
"3566",2019-03-08 23:00:00,133,47,62,5.1,28,NA,NA,NA,NA,NA,284.015407092074,1.76666666666667
"3567",2019-03-09 23:00:00,65,4,59,4.6,19,NA,NA,NA,NA,NA,162.699801882577,2.15
"3568",2019-03-10 23:00:00,100,16,76,4.9,29,NA,NA,NA,NA,NA,206.929701457171,1.97708333333333
"3569",2019-03-11 23:00:00,95,21,63,6.7,39,NA,NA,NA,NA,NA,275.773440613487,1.59166666666667
"3570",2019-03-12 23:00:00,37,3,33,5.1,28,NA,NA,NA,NA,NA,182.035836080455,2.41041666666667
"3571",2019-03-13 23:00:00,95,27,53,6.2,25,NA,NA,NA,NA,NA,289.50382327718,2.63125
"3572",2019-03-14 23:00:00,22,1,20,4.7,19,NA,NA,NA,NA,NA,310.551434535797,2.73333333333333
"3573",2019-03-15 23:00:00,131,35,78,7.3,35,NA,NA,NA,NA,NA,293.968511240381,1.83333333333333
"3574",2019-03-16 23:00:00,61,4,55,6.2,26,NA,NA,NA,NA,NA,201.403164636064,2.65
"3575",2019-03-17 23:00:00,114,31,67,8.2,33,NA,NA,NA,NA,NA,173.507170372846,2.24583333333333
"3576",2019-03-18 23:00:00,102,22,68,6.4,30,NA,NA,NA,NA,NA,257.549664729835,1.62291666666667
"3577",2019-03-19 23:00:00,71,9,56,5.9,20,NA,NA,NA,NA,NA,149.878161876169,1.775
"3578",2019-03-20 23:00:00,71,5,63,3.1,21,NA,NA,NA,NA,NA,154.284495697443,1.925
"3579",2019-03-21 23:00:00,96,14,75,6.7,28,NA,NA,NA,NA,NA,19.2051484732015,2.01458333333333
"3580",2019-03-22 23:00:00,142,37,85,4.2,38,NA,NA,NA,NA,NA,271.631300893571,2.16041666666667
"3581",2019-03-23 23:00:00,71,2,68,6.2,29,NA,NA,NA,NA,NA,176.1950135949,2.37291666666667
"3582",2019-03-24 23:00:00,80,4,74,6.8,29,NA,NA,NA,NA,NA,310.02981809056,2.40625
"3583",2019-03-25 23:00:00,62,1,59,6.3,42,NA,NA,NA,NA,NA,245.23319181011,2.52083333333333
"3584",2019-03-26 23:00:00,46,1,44,5.4,34,NA,NA,NA,NA,NA,182.163901369473,2.7375
"3585",2019-03-27 23:00:00,76,4,71,5.5,22,NA,NA,NA,NA,NA,159.924090892392,2.39166666666667
"3586",2019-03-28 23:00:00,81,9,67,2.4,23,NA,NA,NA,NA,NA,147.159645216515,2.13125
"3587",2019-03-29 23:00:00,92,11,75,5.6,27,NA,NA,NA,NA,NA,101.19225024423,1.94583333333333
"3588",2019-03-30 23:00:00,63,5,56,2.1,25,NA,NA,NA,NA,NA,109.252535831917,1.84583333333333
"3589",2019-04-01 00:00:00,66,4,60,3,24,NA,NA,NA,NA,NA,137.759548962663,2.02916666666667
"3590",2019-04-02 00:00:00,21,1,20,2.6,27,NA,NA,NA,NA,NA,154.102398630612,1.84791666666667
"3591",2019-04-03 00:00:00,43,2,41,2,8,NA,NA,NA,NA,NA,296.612573406567,1.7875
"3592",2019-04-04 00:00:00,72,4,65,3,18,NA,NA,NA,NA,NA,317.173145157857,2.20833333333333
"3593",2019-04-05 00:00:00,13,1,12,2.1,9,NA,NA,NA,NA,NA,171.226781680319,2.45416666666667
"3594",2019-04-06 00:00:00,68,11,52,2.2,17,NA,NA,NA,NA,NA,273.246766937083,2.65625
"3595",2019-04-07 00:00:00,52,9,38,5.2,10,NA,NA,NA,NA,NA,310.020346142443,1.73541666666667
"3596",2019-04-08 00:00:00,104,22,71,2.2,17,NA,NA,NA,NA,NA,293.109128388772,2.275
"3597",2019-04-09 00:00:00,72,13,51,3.1,11,NA,NA,NA,NA,NA,75.8490180279437,1.89166666666667
"3598",2019-04-10 00:00:00,38,1,36,2.3,7,NA,NA,NA,NA,NA,300.439412273104,2.13541666666667
"3599",2019-04-11 00:00:00,81,5,74,5,24,NA,NA,NA,NA,NA,291.814037643994,2.06875
"3600",2019-04-12 00:00:00,63,2,60,2.6,27,NA,NA,NA,NA,NA,176.151949480414,2.79375
"3601",2019-04-13 00:00:00,51,1,49,2.2,20,NA,NA,NA,NA,NA,167.814571645879,2.35
"3602",2019-04-14 00:00:00,42,1,41,2,25,NA,NA,NA,NA,NA,144.409511729705,2.375
"3603",2019-04-15 00:00:00,74,2,72,2,25,NA,NA,NA,NA,NA,141.842898033267,2.14583333333333
"3604",2019-04-16 00:00:00,50,2,48,1.9,17,NA,NA,NA,NA,NA,150.855607953377,1.94375
"3605",2019-04-17 00:00:00,32,1,30,2,22,NA,NA,NA,NA,NA,145.818101956351,2.19375
"3606",2019-04-18 00:00:00,10,1,9,1.9,18,NA,NA,NA,NA,NA,71.4353963393474,4.00416666666667
"3607",2019-04-19 00:00:00,13,1,12,1.9,19,NA,NA,NA,NA,NA,68.0855567712337,5.54791666666667
"3608",2019-04-20 00:00:00,13,1,11,2.3,12,NA,NA,NA,NA,NA,53.2120258605065,3.90208333333333
"3609",2019-04-21 00:00:00,9,1,8,1.9,29,NA,NA,NA,NA,NA,55.1332384865941,3.9125
"3610",2019-04-22 00:00:00,66,7,56,2,52,NA,NA,NA,NA,NA,46.9240097235475,2.83541666666667
"3611",2019-04-23 00:00:00,52,2,50,2,31,NA,NA,NA,NA,NA,145.478588252826,2.19375
"3612",2019-04-24 00:00:00,63,3,58,3.9,24,NA,NA,NA,NA,NA,220.164974933191,2.36666666666667
"3613",2019-04-25 00:00:00,26,1,25,4.8,10,NA,NA,NA,NA,NA,208.776657634239,2.63958333333333
"3614",2019-04-26 00:00:00,42,2,39,2.1,20,NA,NA,NA,NA,NA,286.348181701063,3.54791666666667
"3615",2019-04-27 00:00:00,34,1,32,2.2,18,NA,NA,NA,NA,NA,142.282455508711,2.5125
"3616",2019-04-28 00:00:00,12,1,11,1.1,31,NA,NA,NA,NA,NA,150.229773752525,2.6375
"3617",2019-04-29 00:00:00,66,4,61,1.9,25,NA,NA,NA,NA,NA,147.343839776046,1.68541666666667
"3618",2019-04-30 00:00:00,44,14,24,2.1,22,NA,NA,NA,NA,NA,169.848070184213,1.62291666666667
