date;no;no2;nox
2016-01-26;13,79;41,71;62,5
2016-01-27;12,67;41,58;60,71
2016-01-28;8,83;40,67;54,04
2016-01-29;40,67;57,33;119,29
2016-01-30;7,17;27,88;38,54
2016-01-31;12,63;31,5;50,54
2016-02-01;14,38;32,46;54,08
2016-02-02;20,82;51,05;82,55
2016-02-03;5,54;32,54;40,63
2016-02-04;7,33;42,67;53,38
2016-02-05;9,83;47,25;62,25
2016-02-06;18,67;46,25;74,38
2016-02-07;1,88;19,0;21,46
2016-02-08;7,04;37,96;48,46
2016-02-09;6,67;31,92;41,54
2016-02-10;6,24;30,9;40,05
2016-02-11;14,71;43,96;66,17
2016-02-12;8,92;32,33;45,79
2016-02-13;6,0;28,92;37,88
2016-02-14;1,67;15,58;17,96
2016-02-15;8,0;32,71;44,63
2016-02-16;11,33;40,58;57,58
2016-02-17;5,0;21,83;29,42
2016-02-19;15,33;50,87;74,0
2016-02-20;19,13;51,5;80,33
2016-02-21;5,75;40,63;49,08
2016-02-22;42,92;69,17;134,5
2016-02-23;22,27;47,0;80,77
2016-02-24;9,38;36,38;50,29
2016-02-25;7,71;34,54;45,67
2016-02-26;5,13;27,54;35,38
2016-02-27;2,92;24,21;28,08
2016-02-28;2,38;20,08;23,38
2016-02-29;5,17;32,75;40,38
2016-03-01;6,46;34,29;43,88
2016-03-02;6,13;28,08;37,08
2016-03-03;2,53;35,0;38,47
2016-03-04;2,71;30,81;34,71
2016-03-05;1,63;7,17;9,08
2016-03-06;1,75;10,17;12,38
2016-03-07;4,88;23,25;30,25
2016-03-08;4,5;24,0;30,45
2016-03-09;10,04;36,75;51,83
2016-03-10;10,67;37,17;53,29
2016-03-11;7,96;32,25;43,83
2016-03-12;3,67;24,29;29,63
2016-03-13;4,38;19,79;26,04
2016-03-14;9,63;40,29;54,58
2016-03-15;6,21;33,0;42,08
2016-03-16;6,0;26,48;35,38
2016-03-17;6,18;41,91;51,18
2016-03-18;13,08;42,29;61,79
2016-03-19;2,04;33,25;36,38
2016-03-20;2,0;23,88;26,71
2016-03-21;7,04;41,25;51,58
2016-03-22;11,17;;56,96
2016-03-23;4,04;27,54;33,13
2016-03-24;3,09;29,3;33,7
2016-03-25;2,42;27,46;30,63
2016-03-26;1,79;22,58;25,13
2016-03-27;2,82;25,86;29,77
2016-03-28;2,25;19,5;22,42
2016-03-29;7,63;34,38;45,67
2016-03-30;18,54;55,58;83,75
2016-03-31;10,21;42,21;57,5
2016-04-01;4,64;40,95;47,68
2016-04-02;7,71;35,42;46,83
2016-04-03;3,5;31,25;36,38
2016-04-04;7,21;33,67;44,04
2016-04-05;5,88;37,0;45,46
2016-04-06;13,25;42,63;62,67
2016-04-07;4,88;29,0;36,21
2016-04-08;3,88;25,08;30,46
2016-04-09;2,17;18,21;21,04
2016-04-10;1,71;26,0;28,25
2016-04-11;2,45;30,41;33,64
2016-04-12;4,46;22,79;28,92
2016-04-13;4,73;22,91;29,64
2016-04-14;13,25;38,42;58,38
2016-04-15;5,96;29,0;37,42
2016-04-16;3,13;24,71;29,0
2016-04-17;1,5;13,58;15,42
2016-04-18;10,38;27,75;43,25
2016-04-19;4,21;29,67;35,58
2016-04-20;2,71;27,52;31,0
2016-04-21;4,5;34,38;40,75
2016-04-22;13,21;38,29;58,04
2016-04-23;4,63;25,17;32,04
2016-04-24;4,0;13,58;19,25
2016-04-25;2,38;12,83;15,96
2016-04-26;6,96;28,29;38,33
2016-04-27;2,38;15,88;18,79
2016-04-28;4,45;32,14;38,36
2016-04-29;5,42;31,21;39,33
2016-04-30;2,33;22,42;25,67
2016-05-01;1,46;13,42;15,08
2016-05-02;3,46;22,63;27,54
2016-05-03;13,08;38,46;58,13
2016-05-04;6,75;29,71;39,79
2016-05-05;2,83;24,58;28,67
2016-05-06;2,88;29,54;33,54
2016-05-07;2,13;23,54;26,21
2016-05-08;1,71;22,58;25,04
2016-05-09;4,0;32,71;38,46
2016-05-10;13,08;45,38;65,0
2016-05-11;4,18;28,14;34,05
2016-05-12;6,46;34,58;44,04
2016-05-13;8,08;47,04;59,21
2016-05-14;2,58;24,88;28,63
2016-05-15;1,63;22,04;24,46
2016-05-16;1,54;15,54;17,63
2016-05-17;1,92;20,67;23,25
2016-05-18;2,92;20,33;24,5
2016-05-19;3,5;24,0;29,08
2016-05-20;3,17;20,63;24,75
2016-05-21;2,92;20,08;24,25
2016-05-22;1,25;14,08;15,88
2016-05-23;3,0;15,46;19,63
2016-05-24;2,58;18,42;21,96
2016-05-25;8,18;36,91;49,23
2016-05-26;4,14;23,33;29,24
2016-05-27;4,88;32,33;39,42
2016-05-28;4,21;29,96;36,08
2016-05-29;1,17;9,71;10,75
2016-05-30;2,88;23,29;27,13
2016-05-31;2,92;22,04;25,79
2016-06-01;3,29;27,96;32,46
2016-06-02;3,04;31,58;35,88
2016-06-03;3,17;26,46;31,04
2016-06-04;2,63;33,38;37,25
2016-06-05;2,83;23,75;27,46
2016-06-06;4,25;26,42;32,42
2016-06-07;6,81;37,62;47,57
2016-06-08;8,67;36,58;49,25
2016-06-09;11,13;36,63;53,29
2016-06-10;4,08;34,42;40,5
2016-06-11;2,92;23,42;27,54
2016-06-12;1,54;14,92;16,92
2016-06-13;2,92;20,58;24,5
2016-06-14;3,83;21,08;26,42
2016-06-15;3,71;22,63;27,96
2016-06-16;2,63;13,54;17,04
2016-06-17;3,29;20,21;24,75
2016-06-18;2,25;21,5;24,54
2016-06-19;1,88;14,63;16,83
2016-06-20;6,0;28,75;37,54
2016-06-21;5,79;36,88;45,79
2016-06-22;9,64;43,55;58,0
2016-06-23;7,58;33,63;44,83
2016-06-24;2,88;27,75;31,79
2016-06-25;2,33;22,88;26,13
2016-06-26;3,17;21,71;25,88
2016-06-27;2,54;14,88;18,04
2016-06-28;2,67;22,25;26,04
2016-06-29;5,96;33,17;41,63
2016-06-30;3,83;31,92;37,38
2016-07-01;12,54;36,5;55,42
2016-07-02;4,13;28,38;34,13
2016-07-03;1,29;11,38;13,0
2016-07-04;7,29;34,13;44,83
2016-07-05;5,05;32,09;39,64
2016-07-06;3,63;29,88;35,08
2016-07-07;2,92;22,46;26,75
2016-07-08;5,42;42,96;50,71
2016-07-09;9,0;44,13;57,46
2016-07-10;1,33;20,67;22,63
2016-07-11;4,83;38,04;45,0
2016-07-12;2,63;17,88;21,21
2016-07-13;2,88;21,0;24,96
2016-07-14;3,33;19,54;24,46
2016-07-15;3,21;16,13;20,54
2016-07-16;1,71;16,0;18,13
2016-07-17;3,04;21,88;26,25
2016-07-18;6,09;27,45;36,09
2016-07-19;2,33;17,92;20,88
2016-07-20;2,96;24,54;28,75
2016-07-21;4,54;38,71;45,25
2016-07-22;3,58;33,08;38,42
2016-07-23;1,92;16,96;19,71
2016-07-24;2,04;18,75;21,5
2016-07-25;7,67;26,79;38,25
2016-07-26;3,21;21,38;25,79
2016-07-27;2,33;21,58;24,83
2016-07-28;2,96;19,58;23,88
2016-07-29;2,04;16,42;19,38
2016-07-30;1,63;13,5;15,42
2016-07-31;1,21;12,58;14,0
2016-08-01;2,55;14,5;18,05
2016-08-02;2,13;12,92;15,71
2016-08-03;2,21;16,5;19,63
2016-08-04;3,13;26,08;30,5
2016-08-05;2,71;14,25;18,08
2016-08-06;1,63;11,96;14,08
2016-08-07;2,71;24,17;27,83
2016-08-08;2,04;18,5;21,17
2016-08-09;8,08;35,79;47,83
2016-08-10;2,5;17,04;20,5
2016-08-11;2,27;16,09;19,18
2016-08-12;;15,58;
2016-08-13;1,67;17,71;20,0
2016-08-14;1,58;17,0;19,42
2016-08-15;1,58;16,58;18,75
2016-08-16;2,0;15,96;18,71
2016-08-17;2,88;18,92;22,92
2016-08-18;2,92;23,13;26,96
2016-08-19;2,38;20,25;23,46
2016-08-20;1,92;16,29;18,75
2016-08-21;1,75;13,79;16,08
2016-08-22;2,54;18,71;22,21
2016-08-23;3,79;34,79;39,71
2016-08-24;7,88;50,88;62,46
2016-08-25;11,36;45,0;62,32
2016-08-26;2,33;25,42;28,75
2016-08-27;4,13;24,08;29,92
2016-08-28;1,54;9,83;11,46
2016-08-29;1,92;17,75;20,21
2016-08-30;3,04;17,21;21,46
2016-08-31;5,92;30,21;38,79
2016-09-01;6,13;34,04;43,08
2016-09-02;3,88;27,38;33,08
2016-09-03;1,88;19,29;21,58
2016-09-04;2,04;28,0;30,88
2016-09-05;17,13;46,67;72,08
2016-09-06;3,54;30,46;35,42
2016-09-07;3,21;22,25;26,88
2016-09-08;2,54;19,71;23,17
2016-09-09;2,38;14,79;17,71
2016-09-10;2,33;20,29;23,5
2016-09-11;2,17;19,63;22,67
2016-09-12;2,42;19,75;23,25
2016-09-13;3,13;26,5;30,63
2016-09-14;3,63;19,67;24,54
2016-09-15;4,14;20,23;26,05
2016-09-16;6,38;32,08;41,33
2016-09-17;2,67;15,54;19,13
2016-09-18;2,33;17,79;21,13
2016-09-19;5,17;26,42;33,67
2016-09-20;7,92;40,75;52,42
2016-09-21;6,13;30,88;40,13
2016-09-22;6,58;35,42;45,17
2016-09-23;2,96;30,08;34,17
2016-09-24;3,83;29,0;34,21
2016-09-25;1,63;23,33;25,5
2016-09-26;9,62;34,9;49,05
2016-09-27;4,38;28,38;34,83
2016-09-28;3,71;26,42;31,67
2016-09-29;5,88;29,75;38,46
2016-09-30;5,5;34,0;41,71
2016-10-01;2,88;25,96;29,96
2016-10-02;1,92;24,46;27,29
2016-10-03;3,83;24,29;29,71
2016-10-04;7,42;27,25;37,96
2016-10-05;5,17;33,5;40,96
2016-10-06;12,63;50,38;69,21
2016-10-07;14,38;40,38;62,04
2016-10-08;4,5;31,0;37,42
2016-10-09;1,88;17,0;19,33
2016-10-10;6,38;37,58;47,0
2016-10-11;8,17;42,71;54,96
2016-10-12;2,29;29,04;31,79
2016-10-13;15,0;51,45;73,7
2016-10-14;5,83;34,42;42,96
2016-10-15;7,83;39,75;51,25
2016-10-16;11,04;39,46;56,04
2016-10-17;22,96;51,54;86,38
2016-10-18;13,54;40,54;60,75
2016-10-19;20,88;36,38;67,88
2016-10-20;3,67;27,38;32,58
2016-10-21;6,54;42,13;51,42
2016-10-22;7,08;38,75;49,17
2016-10-23;17,38;45,42;71,5
2016-10-24;40,88;51,42;113,25
2016-10-25;74,33;61,38;174,76
2016-10-26;86,29;56,46;187,88
2016-10-27;53,17;45,29;126,33
2016-10-28;18,0;45,5;72,79
2016-10-29;34,88;60,79;113,83
2016-10-30;11,33;45,46;62,5
2016-10-31;16,5;51,83;76,71
2016-11-01;16,83;38,13;63,42
2016-11-02;15,75;41,54;65,13
2016-11-03;23,33;49,79;85,33
2016-11-04;18,79;48,46;77,04
2016-11-05;2,5;20,29;23,71
2016-11-06;2,13;17,38;19,96
2016-11-07;6,71;33,13;42,63
2016-11-08;4,17;21,42;27,33
2016-11-09;3,23;19,77;24,09
2016-11-10;7,83;26,38;37,83
2016-11-11;13,75;32,71;53,13
2016-11-12;12,67;43,42;62,5
2016-11-13;11,88;41,25;59,13
2016-11-14;9,83;35,92;50,38
2016-11-15;22,33;43,67;77,29
2016-11-16;36,79;51,54;107,46
2016-11-17;49,17;64,29;139,13
2016-11-18;34,0;52,71;104,38
2016-11-19;7,08;31,38;41,75
2016-11-20;5,54;28,17;36,13
2016-11-21;3,09;20,0;24,13
2016-11-22;16,0;43,46;67,38
2016-11-23;4,63;32,21;39,0
2016-11-24;8,25;34,79;46,71
2016-11-25;25,0;41,92;79,58
2016-11-26;6,13;39,83;48,92
2016-11-27;2,42;27,46;30,88
2016-11-28;5,25;34,63;42,25
2016-11-29;12,09;42,61;60,48
2016-11-30;8,58;42,17;54,79
2016-12-01;12,04;49,58;67,42
2016-12-02;17,46;49,17;75,5
2016-12-03;8,75;44,21;56,96
2016-12-04;2,5;25,75;29,21
2016-12-05;4,0;30,17;35,33
2016-12-06;5,75;37,17;45,33
2016-12-07;17,0;51,29;76,63
2016-12-08;20,04;50,58;80,96
2016-12-09;36,33;54,75;110,13
2016-12-10;21,63;51,92;84,46
2016-12-11;16,71;42,79;67,75
2016-12-12;105,43;71,81;232,81
2016-12-13;91,67;70,33;210,21
2016-12-14;35,5;57,25;111,33
2016-12-15;37,75;61,13;118,46
2016-12-16;14,58;52,29;74,17
2016-12-17;3,75;28,63;33,63
2016-12-18;4,04;32,88;38,92
2016-12-19;6,92;37,5;47,67
2016-12-20;8,96;30,21;43,25
2016-12-21;13,67;36,25;56,71
2016-12-22;25,04;47,21;85,17
2016-12-23;13,04;35,08;54,75
2016-12-24;10,54;30,67;46,46
2016-12-25;8,96;22,54;35,92
2016-12-26;48,42;51,13;124,96
2016-12-27;135,91;79,32;286,86
2016-12-28;90,71;78,08;216,54
2016-12-29;27,63;55,29;97,29
2016-12-30;31,71;58,71;107,13
2016-12-31;26,71;59,92;100,46
2017-01-01;8,71;37,25;50,17
2017-01-02;19,04;49,13;77,79
2017-01-03;36,83;56,96;113,04
2017-01-04;18,71;45,13;73,21
2017-01-05;12,05;44,67;62,43
2017-01-06;11,88;44,33;62,21
2017-01-07;32,54;67,54;117,0
2017-01-08;8,38;41,54;54,04
2017-01-09;11,67;45,83;63,17
2017-01-10;16,42;48,54;73,25
2017-01-11;38,75;63,75;122,67
2017-01-12;29,75;48,25;93,46
2017-01-13;11,83;35,25;53,21
2017-01-14;3,79;27,46;33,0
2017-01-15;10,92;31,71;47,63
2017-01-16;15,79;48,79;72,67
2017-01-17;10,55;43,6;59,2
2017-01-18;11,71;48,08;65,83
2017-01-19;6,32;38,05;47,36
2017-01-20;5,13;33,29;40,54
2017-01-21;3,04;22,46;26,75
2017-01-22;2,33;19,58;22,58
2017-01-23;11,04;48,42;64,71
2017-01-24;19,04;45,83;74,38
2017-01-25;9,38;46,21;60,13
2017-01-26;18,21;57,88;85,29
2017-01-27;28,33;72,5;115,21
2017-01-28;5,25;33,71;41,38
2017-01-29;4,88;27,42;34,5
2017-01-30;45,25;61,38;130,13
2017-01-31;29,63;49,17;93,96
2017-02-01;38,42;57,74;115,89
2017-02-02;5,88;33,79;42,38
2017-02-03;9,75;40,13;54,83
2017-02-04;3,67;30,67;36,0
2017-02-05;1,42;12,79;14,21
2017-02-06;2,83;17,75;21,38
2017-02-07;12,42;44,46;62,83
2017-02-08;5,71;32,67;40,63
2017-02-09;6,46;38,92;48,13
2017-02-10;29,81;64,14;109,14
2017-02-11;3,33;34,04;38,54
2017-02-12;1,33;16,0;17,29
2017-02-13;2,83;32,92;36,63
2017-02-14;9,21;41,38;54,79
2017-02-15;5,67;33,76;41,62
2017-02-16;7,63;39,67;50,58
2017-02-17;24,0;52,38;88,58
2017-02-18;39,08;45,42;104,67
2017-02-19;1,5;28,29;30,04
2017-02-20;4,46;36,67;42,88
2017-02-21;12,13;45,67;63,71
2017-02-22;58,29;81,71;170,63
2017-02-23;45,92;78,96;148,96
2017-02-24;30,83;60,5;107,33
2017-02-25;4,79;30,25;37,25
2017-02-26;2,29;27,25;30,29
2017-02-27;3,67;31,33;36,42
2017-02-28;4,46;35,42;41,71
2017-03-01;4,62;29,1;35,57
2017-03-02;19,92;45,13;75,21
2017-03-03;4,17;30,29;36,29
2017-03-04;2,88;20,63;24,58
2017-03-05;4,13;29,42;35,38
2017-03-06;9,38;29,13;43,13
2017-03-07;3,96;20,29;25,88
2017-03-08;9,54;38,71;53,13
2017-03-09;40,58;64,5;126,08
2017-03-10;80,79;75,13;198,13
2017-03-11;34,83;61,42;114,29
2017-03-12;3,04;26,88;31,25
2017-03-13;8,9;31,76;45,33
2017-03-14;7,46;42,75;53,75
2017-03-15;18,25;62,42;90,04
2017-03-16;28,83;75,96;119,79
2017-03-17;21,5;66,54;98,96
2017-03-18;16,71;69,17;94,63
2017-03-19;7,42;51,25;62,21
2017-03-20;38,08;69,92;127,83
2017-03-21;3,33;37,13;42,04
2017-03-22;3,75;26,58;31,58
2017-03-23;;22,96;
2017-03-24;5,74;43,43;51,61
2017-03-25;9,5;31,21;45,25
2017-03-26;9,45;42,91;58,74
2017-03-27;8,75;44,29;57,29
2017-03-28;10,54;40,33;56,08
2017-03-29;25,17;61,71;99,96
2017-03-30;24,13;57,75;93,96
2017-03-31;11,88;50,13;67,75
2017-04-01;3,17;30,42;34,42
2017-04-02;2,67;25,75;29,25
2017-04-03;5,04;33,67;41,0
2017-04-04;22,88;49,42;83,92
2017-04-05;4,21;38,79;45,04
2017-04-06;4,83;32,33;39,04
2017-04-07;7,21;39,67;50,08
2017-04-08;8,79;46,25;59,38
2017-04-09;3,71;41,75;47,25
2017-04-10;11,0;50,88;67,46
2017-04-11;12,95;49,57;69,29
2017-04-12;5,21;28,75;36,38
2017-04-13;11,17;41,79;58,54
2017-04-14;10,0;40,46;55,25
2017-04-15;5,13;42,88;50,46
2017-04-16;1,67;18,08;20,21
2017-04-17;2,67;29,38;33,13
2017-04-18;6,5;36,42;45,88
2017-04-19;3,42;33,21;37,88
2017-04-20;3,38;31,21;35,79
2017-04-21;8,79;35,17;48,04
2017-04-22;1,71;20,33;22,54
2017-04-23;3,04;31,29;35,63
2017-04-24;8,0;43,17;55,29
2017-04-25;4,33;25,92;31,88
2017-04-26;3,13;30,87;35,26
2017-04-27;6,42;35,25;44,58
2017-04-28;5,88;31,71;40,38
2017-04-29;5,46;34,13;42,0
2017-04-30;1,25;10,13;11,17
2017-05-01;1,67;11,83;13,79
2017-05-02;7,96;36,29;48,04
2017-05-03;3,33;30,58;35,33
2017-05-04;5,29;32,63;40,42
2017-05-05;3,54;27,42;32,38
2017-05-06;2,17;18,42;21,29
2017-05-07;2,0;21,79;24,71
2017-05-08;9,92;39,21;53,83
2017-05-09;7,13;38,63;48,88
2017-05-10;5,29;32,42;40,17
2017-05-11;3,42;23,38;28,25
2017-05-12;3,21;24,16;28,42
2017-05-13;2,04;17,63;20,42
2017-05-14;4,08;36,63;42,75
2017-05-15;14,46;45,46;67,29
2017-05-16;11,88;57,83;75,67
2017-05-17;26,5;62,42;102,33
2017-05-18;4,17;32,21;37,83
2017-05-19;3,33;16,79;21,25
2017-05-20;2,04;17,63;20,29
2017-05-21;1,75;17,13;19,54
2017-05-22;4,46;26,13;32,63
2017-05-23;13,96;42,5;63,46
2017-05-24;16,29;56,08;80,54
2017-05-25;9,42;52,79;66,79
2017-05-26;3,83;32,7;37,96
2017-05-27;2,33;21,83;24,96
2017-05-28;7,71;45,08;56,67
2017-05-29;8,92;56,83;70,04
2017-05-30;3,04;37,75;41,79
2017-05-31;7,5;45,79;57,0
2017-06-01;9,38;45,04;58,96
2017-06-02;4,63;30,92;37,75
2017-06-03;2,21;21,83;25,13
2017-06-04;1,92;16,71;19,33
2017-06-05;2,67;15,96;19,42
2017-06-06;4,67;26,33;33,04
2017-06-07;2,67;19,46;23,13
2017-06-08;4,25;17,04;23,13
2017-06-09;6,13;30,75;39,54
2017-06-10;5,13;30,29;37,83
2017-06-11;7,13;40,08;50,5
2017-06-12;19,48;51,43;80,71
2017-06-13;19,17;47,0;75,63
2017-06-14;7,38;35,95;46,55
2017-06-15;12,67;56,88;75,71
2017-06-16;6,14;40,42;49,0
2017-06-17;2,5;23,42;26,5
2017-06-18;5,13;27,42;34,83
2017-06-19;2,0;19,0;21,54
2017-06-20;2,42;14,13;17,17
2017-06-21;3,67;23,25;28,25
2017-06-22;4,88;31,5;38,29
2017-06-23;3,96;26,39;32,04
2017-06-24;3,13;23,42;27,71
2017-06-25;3,04;22,58;26,92
2017-06-26;6,96;36,67;46,88
2017-06-27;3,46;24,42;29,54
2017-06-28;3,42;20,25;25,04
2017-06-29;4,13;20,21;26,21
2017-06-30;3,96;20,13;25,79
2017-07-01;2,33;14,08;16,96
2017-07-02;2,38;14,13;17,33
2017-07-03;9,58;31,88;46,17
2017-07-04;15,29;46,23;68,41
2017-07-05;5,63;31,13;39,5
2017-07-06;3,75;32,67;37,54
2017-07-07;4,0;38,46;44,0
2017-07-08;1,96;32,83;35,33
2017-07-09;1,46;17,54;19,08
2017-07-10;2,63;28,04;31,08
2017-07-11;3,63;23,88;28,67
2017-07-12;5,88;25,71;33,79
2017-07-13;3,21;16,92;20,79
2017-07-14;4,0;31,04;36,5
2017-07-15;3,0;21,83;25,58
2017-07-16;2,42;25,67;28,67
2017-07-17;2,46;30,38;33,54
2017-07-18;2,41;29,22;32,3
2017-07-19;2,92;23,96;27,71
2017-07-20;2,21;19,63;22,13
2017-07-21;2,67;25,33;28,46
2017-07-22;1,54;19,13;20,63
2017-07-23;1,96;21,54;23,71
2017-07-24;3,33;24,58;28,92
2017-07-25;3,92;18,04;23,0
2017-07-26;3,92;26,13;31,25
2017-07-27;2,92;24,17;27,92
2017-07-28;5,92;28,67;37,04
2017-07-29;3,04;24,54;28,54
2017-07-30;5,92;30,17;38,5
2017-07-31;3,04;22,5;26,46
2017-08-01;2,29;27,67;30,54
2017-08-02;12,29;50,73;68,41
2017-08-03;18,43;55,22;82,96
2017-08-04;4,17;45,38;51,17
2017-08-05;5,0;37,25;44,17
2017-08-06;3,29;24,38;28,54
2017-08-07;2,46;16,0;19,0
2017-08-08;1,79;18,54;20,25
2017-08-09;2,58;22,5;25,58
2017-08-10;2,96;14,63;18,08
2017-08-11;1,82;16,91;18,86
2017-08-12;1,58;13,96;15,71
2017-08-13;2,5;18,42;21,71
2017-08-14;2,25;20,42;23,17
2017-08-15;1,21;17,38;18,96
2017-08-16;2,42;20,25;23,29
2017-08-17;5,83;38,75;47,21
2017-08-18;4,5;29,0;35,5
2017-08-19;1,75;18,58;20,96
2017-08-20;1,79;11,0;13,13
2017-08-21;2,58;23,96;27,5
2017-08-22;3,42;22,38;27,17
2017-08-23;3,17;25,13;29,29
2017-08-24;3,38;26,96;31,63
2017-08-25;13,25;43,88;63,67
2017-08-26;2,21;22,25;25,13
2017-08-27;2,33;19,83;22,96
2017-08-28;6,96;35,13;45,38
2017-08-29;3,58;25,92;30,88
2017-08-30;2,15;16,15;18,8
2017-08-31;2,58;27,25;30,71
2017-09-01;3,38;27,79;32,5
2017-09-02;1,67;16,13;18,08
2017-09-03;2,58;24,46;27,88
2017-09-04;3,29;27,38;32,08
2017-09-05;6,5;33,04;42,79
2017-09-06;4,71;32,46;39,25
2017-09-07;4,25;22,42;28,54
2017-09-08;3,0;29,67;33,79
2017-09-09;5,0;39,79;47,08
2017-09-10;1,96;19,29;21,79
2017-09-11;3,33;15,96;20,38
2017-09-12;3,18;20,64;24,95
2017-09-13;7,21;26,63;37,08
2017-09-14;3,58;25,71;30,75
2017-09-15;4,38;34,83;41,17
2017-09-16;2,63;18,17;21,79
2017-09-17;1,92;17,83;20,21
2017-09-18;3,54;26,67;31,5
2017-09-19;5,63;33,83;41,5
2017-09-20;5,92;36,75;45,38
2017-09-21;16,38;48,54;73,0
2017-09-22;7,04;54,96;65,33
2017-09-23;4,29;31,0;37,13
2017-09-24;2,04;19,17;21,5
2017-09-25;2,54;27,04;30,42
2017-09-26;4,0;27,21;32,88
2017-09-27;9,17;35,67;48,96
2017-09-28;8,86;41,64;54,55
2017-09-29;8,54;34,71;47,46
2017-09-30;2,38;31,33;34,42
2017-10-01;2,17;25,29;28,13
2017-10-02;11,75;34,58;52,0
2017-10-03;6,83;31,63;41,58
2017-10-04;11,0;40,38;57,04
2017-10-05;9,67;35,63;49,88
2017-10-06;6,42;41,0;50,38
2017-10-07;2,79;25,42;29,25
2017-10-08;2,29;24,0;26,88
2017-10-09;22,0;45,36;78,77
2017-10-10;5,63;34,42;42,46
2017-10-11;10,75;35,96;51,92
2017-10-12;3,92;28,0;33,58
2017-10-13;5,63;39,17;47,33
2017-10-14;7,04;35,25;45,75
2017-10-15;2,92;27,5;31,67
2017-10-16;9,08;39,88;53,38
2017-10-17;8,33;44,96;57,08
2017-10-18;17,58;50,63;77,17
2017-10-19;3,88;43,75;49,17
2017-10-20;10,88;47,38;63,42
2017-10-21;17,17;44,0;69,88
2017-10-22;1,88;15,38;17,33
2017-10-23;6,63;30,79;40,21
2017-10-24;22,95;63,09;100,14
2017-10-25;36,38;63,54;118,92
2017-10-26;32,38;53,83;103,21
2017-10-27;23,96;59,04;95,42
2017-10-28;2,63;24,79;28,54
2017-10-29;2,38;23,79;27,13
2017-10-30;14,58;35,21;56,88
2017-10-31;25,88;51,54;90,5
2017-11-01;5,38;39,96;47,83
2017-11-02;25,17;52,25;90,13
2017-11-03;20,67;48,58;79,83
2017-11-04;14,04;47,21;68,13
2017-11-05;1,75;12,5;14,58
2017-11-06;3,46;19,58;24,21
2017-11-07;6,46;33,17;42,63
2017-11-08;13,17;45,0;64,63
2017-11-09;19,46;40,96;70,25
2017-11-10;15,42;45,92;69,13
2017-11-11;27,83;40,29;82,17
2017-11-12;5,21;23,54;31,13
2017-11-13;5,04;29,5;36,63
2017-11-14;10,21;40,29;55,33
2017-11-15;43,05;54,45;119,86
2017-11-16;70,88;76,63;184,67
2017-11-17;67,38;81,88;184,46
2017-11-18;51,67;65,42;144,17
2017-11-19;10,38;34,5;49,79
2017-11-20;70,92;74,96;183,21
2017-11-21;80,25;75,67;198,0
2017-11-22;52,61;61,13;141,09
2017-11-23;41,25;61,71;124,29
2017-11-24;126,0;84,71;277,0
2017-11-25;32,83;47,5;97,5
2017-11-26;6,67;27,25;36,92
2017-11-27;9,25;43,0;56,75
2017-11-28;14,88;45,21;67,5
2017-11-29;18,38;51,88;79,5
2017-11-30;7,08;33,75;44,25
2017-12-01;8,08;36,92;48,88
2017-12-02;3,75;23,88;29,29
2017-12-03;2,83;19,33;23,08
2017-12-04;14,33;42,29;63,96
2017-12-05;30,42;50,92;97,0
2017-12-06;18,25;55,79;83,33
2017-12-07;26,5;57,38;97,29
2017-12-08;20,58;37,33;68,46
2017-12-09;6,5;35,42;45,08
2017-12-10;12,13;40,08;58,13
2017-12-11;16,59;42,0;65,96
2017-12-12;17,33;43,38;69,38
2017-12-13;8,63;34,83;47,75
2017-12-14;31,83;45,33;93,42
2017-12-15;21,67;36,92;69,63
2017-12-16;5,71;26,79;34,96
2017-12-17;5,08;33,33;40,63
2017-12-18;12,33;37,38;55,83
2017-12-19;13,21;51,04;70,75
2017-12-20;16,04;51,58;75,79
2017-12-21;18,79;57,04;85,54
2017-12-22;7,74;32,22;43,7
2017-12-23;6,21;27,63;36,63
2017-12-24;21,54;44,71;77,13
2017-12-25;16,5;45,96;70,71
2017-12-26;7,75;34,25;45,75
2017-12-27;2,67;16,96;20,5
2017-12-28;8,0;34,42;46,17
2017-12-29;18,41;52,65;80,59
2018-01-02;3,42;23,33;28,17
2018-01-03;2,17;10,92;13,75
2018-01-04;3,04;17,43;21,61
2018-01-05;5,71;29,75;38,21
2018-01-06;24,25;38,58;75,58
2018-01-07;3,13;31,33;35,58
2018-01-08;8,21;37,42;49,67
2018-01-09;4,79;29,71;36,71
2018-01-10;3,92;25,96;31,5
2018-01-11;3,71;26,71;32,25
2018-01-12;21,5;43,71;76,25
2018-01-13;30,04;54,5;100,25
2018-01-14;2,42;19,54;22,88
2018-01-15;6,75;30,21;40,33
2018-01-16;5,75;31,46;39,79
2018-01-17;3,32;23,09;27,86
2018-01-18;7,08;34,83;45,5
2018-01-19;21,46;53,08;85,92
2018-01-20;4,08;20,92;27,08
2018-01-21;2,38;13,04;16,42
2018-01-22;12,38;27,67;46,5
2018-01-23;20,63;38,13;69,42
2018-01-24;49,42;51,46;127,0
2018-01-25;5,58;34,13;42,38
2018-01-26;5,75;42,79;51,29
2018-01-27;4,38;30,17;36,58
2018-01-28;9,21;38,79;52,63
2018-01-29;18,83;44,71;73,54
2018-01-30;25,54;55,17;94,17
2018-01-31;54,54;58,13;141,42
2018-02-01;23,04;44,65;79,57
2018-02-02;9,54;35,21;49,75
2018-02-03;2,92;20,25;24,38
2018-02-04;2,54;25,42;29,04
