date;no;no2;nox
2020-02-17;4,92;31,88;39,08
2020-02-18;4,79;31,17;38,63
2020-02-19;5,46;38,42;46,58
2020-02-20;13,63;45,08;65,67
2020-02-21;31,83;45,71;94,38
2020-02-22;6,83;40,25;50,33
2020-02-23;12,79;41,79;61,21
2020-02-24;41,88;57,71;121,33
2020-02-25;19,67;43,92;73,83
2020-02-26;2,09;17,86;21,0
2020-02-27;2,67;17,04;20,83
2020-02-28;4,75;28,42;35,5
2020-02-29;4,25;29,0;35,04
2020-03-01;2,33;19,46;22,88
2020-03-02;1,68;11,77;14,09
2020-03-03;2,15;14,0;16,75
2020-03-04;6,54;40,46;50,08
2020-03-05;14,33;34,54;56,04
2020-03-06;2,04;12,67;15,13
2020-03-07;1,54;13,58;15,46
2020-03-08;1,67;20,83;22,83
2020-03-09;3,38;28,17;33,08
2020-03-10;3,58;28,08;33,04
2020-03-11;8,45;47,27;59,91
2020-03-12;26,13;49,96;89,58
2020-03-13;10,58;39,21;55,0
2020-03-14;5,42;28,92;37,13
2020-03-15;1,79;18,75;21,29
2020-03-16;1,13;11,67;12,63
2020-03-17;1,46;17,54;19,46
2020-03-18;5,88;35,13;43,96
2020-03-19;4,92;22,25;29,21
2020-03-20;1,63;16,67;18,5
2020-03-21;1,21;12,96;14,29
2020-03-22;1,17;9,04;10,0
2020-03-23;1,23;9,41;10,5
2020-03-24;1,17;7,79;9,13
2020-03-25;1,38;13,08;14,75
2020-03-26;1,5;15,08;17,0
2020-03-27;1,67;15,5;17,58
2020-03-28;1,5;16,38;18,5
2020-03-29;1,48;21,13;23,39
2020-03-30;1,21;14,83;16,42
2020-03-31;1,79;15,38;17,58
2020-04-01;1,08;10,17;11,33
2020-04-02;1,25;10,88;12,33
2020-04-03;2,54;19,75;23,29
2020-04-04;3,25;21,96;26,63
2020-04-05;1,67;14,83;17,04
2020-04-06;3,73;22,77;27,77
2020-04-07;2,25;20,17;23,33
2020-04-08;2,21;21,04;24,04
2020-04-09;2,33;19,21;22,42
2020-04-10;1,83;19,46;21,92
2020-04-11;2,29;17,08;20,33
2020-04-12;1,29;12,96;14,5
2020-04-13;1,08;7,96;8,79
2020-04-14;1,75;13,21;15,33
2020-04-15;1,33;15,63;17,5
2020-04-16;1,42;10,38;12,08
2020-04-17;2,46;15,42;18,79
2020-04-18;1,58;11,46;13,42
2020-04-19;1,08;8,75;9,71
2020-04-20;2,58;22,0;25,5
2020-04-21;1,54;14,54;16,29
2020-04-22;1,46;9,42;10,96
2020-04-23;1,46;13,08;14,67
2020-04-24;3,91;22,83;28,3
2020-04-25;2,04;15,63;18,33
2020-04-26;1,63;9,0;10,79
2020-04-27;1,79;11,88;14,21
2020-04-28;1,29;6,25;7,54
2020-04-29;1,29;8,46;9,75
2020-04-30;1,58;9,83;11,67
2020-05-01;1,17;7,88;8,67
2020-05-02;1,33;8,08;9,63
2020-05-03;2,33;14,67;18,0
2020-05-04;9,0;24,71;38,21
2020-05-05;5,42;23,92;31,96
2020-05-06;11,14;28,14;44,73
2020-05-07;1,79;16,25;18,54
2020-05-08;1,42;9,46;11,04
2020-05-09;1,04;7,13;7,79
2020-05-10;1,08;5,13;5,96
2020-05-11;1,58;9,04;11,13
2020-05-12;1,79;12,88;15,29
2020-05-13;1,58;9,63;11,67
2020-05-14;1,5;12,42;14,33
2020-05-15;2,33;12,0;15,21
2020-05-16;1,33;8,0;9,63
2020-05-17;1,0;5,54;6,58
2020-05-18;4,46;21,25;27,67
2020-05-19;2,58;20,67;24,25
2020-05-20;10,26;40,13;55,57
2020-05-21;5,46;29,21;37,46
2020-05-22;5,13;24,25;31,83
2020-05-23;1,42;12,38;14,0
2020-05-24;1,08;5,67;6,63
2020-05-25;3,5;17,08;22,08
2020-05-26;2,71;21,88;25,83
2020-05-27;1,38;15,96;17,75
2020-05-28;1,83;10,67;12,88
2020-05-29;1,88;15,17;17,58
2020-05-30;1,17;10,29;11,83
2020-05-31;1,17;7,25;8,63
2020-06-01;1,67;12,29;14,46
2020-06-02;2,29;15,92;19,21
2020-06-03;1,41;9,5;11,59
2020-06-04;1,88;12,67;15,25
2020-06-05;2,0;12,88;15,5
2020-06-06;1,67;14,54;17,0
2020-06-07;1,33;7,58;9,29
2020-06-08;1,71;10,58;12,54
2020-06-09;2,33;17,0;19,92
2020-06-10;2,42;14,58;17,88
2020-06-11;1,38;13,71;15,42
2020-06-12;1,79;11,96;14,29
2020-06-13;1,38;14,08;16,0
2020-06-14;1,08;9,75;11,17
2020-06-15;1,63;15,0;17,38
2020-06-16;2,92;21,63;25,92
2020-06-17;2,59;15,36;19,14
2020-06-18;2,42;15,75;19,0
2020-06-19;2,25;18,83;21,92
2020-06-20;1,58;13,88;16,25
2020-06-21;2,92;18,96;23,46
2020-06-22;9,38;31,38;45,38
2020-06-23;4,04;18,58;24,63
2020-06-24;2,08;10,83;14,04
2020-06-25;4,04;23,13;29,08
2020-06-26;5,13;35,5;43,04
2020-06-27;1,63;17,17;19,17
2020-06-28;1,75;10,25;12,54
2020-06-29;3,42;16,21;21,21
2020-06-30;2,13;16,29;19,33
2020-07-01;4,14;24,68;30,68
2020-07-02;2,29;14,13;17,33
2020-07-03;2,21;13,38;16,42
2020-07-04;1,67;11,38;13,54
2020-07-05;2,0;21,42;24,17
2020-07-06;7,92;33,17;45,08
2020-07-07;2,46;15,88;19,38
2020-07-08;4,08;22,75;28,63
2020-07-09;2,71;23,33;27,25
2020-07-10;3,83;32,04;37,83
2020-07-11;1,25;14,54;15,92
2020-07-12;1,17;10,46;11,67
2020-07-13;1,75;22,08;24,54
2020-07-14;1,55;14,77;16,68
2020-07-15;1,42;11,75;13,42
2020-07-16;1,58;12,17;14,21
2020-07-17;2,25;13,79;16,96
2020-07-18;1,83;14,33;16,88
2020-07-19;1,25;9,08;10,71
2020-07-20;2,42;16,08;19,54
2020-07-21;5,83;27,83;36,46
2020-07-22;3,08;26,79;31,58
2020-07-23;3,33;35,79;40,67
2020-07-24;3,83;30,63;36,08
2020-07-25;1,17;8,38;9,79
2020-07-26;1,25;9,21;10,63
2020-07-27;2,46;19,13;22,29
2020-07-28;2,58;22,13;25,83
2020-07-29;2,13;21,54;24,46
2020-07-30;7,41;39,91;51,27
2020-07-31;4,21;33,0;39,54
2020-08-01;3,0;28,38;33,08
2020-08-02;1,08;7,46;8,5
2020-08-03;2,29;11,5;14,92
2020-08-04;2,04;10,83;13,67
2020-08-05;2,25;15,13;18,5
2020-08-06;2,38;15,71;19,17
2020-08-07;2,88;21,83;26,29
2020-08-08;2,29;24,46;28,0
2020-08-09;2,79;28,96;33,0
2020-08-10;4,58;29,96;36,75
2020-08-11;3,0;30,21;34,5
2020-08-12;1,58;14,17;15,92
2020-08-13;1,88;15,67;18,25
2020-08-14;1,79;14,88;17,17
2020-08-15;1,08;7,63;8,83
2020-08-16;1,08;7,25;
2020-08-17;1,0;11,08;12,42
2020-08-18;1,46;14,38;16,33
2020-08-19;1,83;16,39;18,83
2020-08-20;2,29;19,25;22,54
2020-08-21;1,33;12,38;14,21
2020-08-22;1,29;11,46;12,96
2020-08-23;1,17;12,5;14,17
2020-08-24;1,42;11,42;13,04
2020-08-25;1,96;15,67;18,71
2020-08-26;1,92;13,08;15,96
2020-08-27;2,17;14,42;17,46
2020-08-28;1,7;13,83;16,13
2020-08-29;1,5;12,04;13,92
2020-08-30;1,33;9,83;11,38
2020-08-31;1,75;13,21;15,25
2020-09-01;3,42;27,21;32,29
2020-09-02;1,83;17,46;19,88
2020-09-03;2,92;23,96;28,13
2020-09-04;2,42;21,38;24,75
2020-09-05;1,42;15,13;17,0
2020-09-06;1,17;14,21;15,63
2020-09-07;1,63;12,83;15,0
2020-09-08;2,25;21,0;23,96
2020-09-09;3,21;30,71;35,25
2020-09-10;2,83;25,04;29,04
2020-09-11;1,38;17,83;19,5
2020-09-12;2,29;26,5;29,63
2020-09-13;2,5;26,33;30,04
2020-09-14;12,33;53,62;72,1
2020-09-15;5,42;24,71;32,71
2020-09-16;6,33;33,0;42,5
2020-09-17;6,75;34,38;44,29
2020-09-18;14,83;43,67;66,08
2020-09-19;4,21;22,08;28,46
2020-09-20;1,13;9,79;11,21
2020-09-21;2,75;28,04;31,96
2020-09-22;3,13;22,38;26,79
2020-09-23;8,0;29,63;41,63
2020-09-24;3,75;21,83;27,67
2020-09-25;1,32;8,0;9,73
2020-09-26;1,38;7,33;9,04
2020-09-27;1,29;15,17;16,75
2020-09-28;2,58;18,54;22,17
2020-09-29;2,92;29,04;33,17
2020-09-30;6,67;31,04;40,75
2020-10-01;8,67;27,75;40,67
2020-10-02;3,04;25,71;30,08
2020-10-03;1,58;9,67;11,79
2020-10-04;1,5;10,25;12,08
2020-10-05;2,38;17,71;21,0
2020-10-06;4,71;29,29;36,42
2020-10-07;3,18;19,95;24,59
2020-10-08;3,58;22,88;28,17
2020-10-09;19,58;35,08;64,83
2020-10-10;3,54;28,63;33,75
2020-10-11;1,21;12,54;14,08
2020-10-12;1,17;12,33;13,58
2020-10-13;3,17;23,83;28,33
2020-10-14;3,96;21,39;27,04
2020-10-15;2,79;22,96;26,54
2020-10-16;2,83;25,87;29,78
2020-10-17;3,75;33,29;38,63
2020-10-18;5,25;35,0;42,71
2020-10-19;25,33;50,83;89,38
2020-10-20;14,25;37,58;59,04
2020-10-21;5,38;34,92;42,67
2020-10-22;6,79;45,33;55,67
2020-10-23;5,88;30,38;39,29
2020-10-24;1,67;16,79;18,83
2020-10-25;1,35;16,26;17,57
2020-10-26;1,77;13,23;15,32
2020-10-27;3,42;20,92;25,5
2020-10-28;5,33;31,63;39,67
2020-10-29;19,71;41,67;71,67
2020-10-30;17,71;41,83;68,75
2020-10-31;10,96;30,83;47,17
2020-11-01;5,13;24,75;32,5
2020-11-02;7,79;32,54;44,29
2020-11-03;3,08;24,25;28,58
2020-11-04;5,29;26,96;34,58
2020-11-05;2,88;22,25;26,5
2020-11-06;2,04;19,42;21,92
2020-11-07;5,04;17,17;24,21
2020-11-08;6,38;24,79;34,25
2020-11-09;31,83;47,33;95,75
2020-11-10;15,42;43,75;67,54
2020-11-11;10,67;31,71;47,83
2020-11-12;12,5;38,77;57,64
2020-11-13;23,25;48,25;83,42
2020-11-14;7,17;28,0;38,67
2020-11-15;4,42;21,46;27,83
2020-11-16;4,79;20,29;27,33
2020-11-17;6,92;35,63;45,88
2020-11-18;21,83;44,96;78,08
2020-11-19;15,29;37,75;61,13
2020-11-20;7,52;33,96;45,13
2020-11-21;5,88;29,5;38,38
2020-11-22;6,29;37,25;46,75
2020-11-23;10,63;40,71;56,88
2020-11-24;16,92;48,04;73,67
2020-11-25;36,04;60,33;115,17
2020-11-26;8,63;32,92;46,0
2020-11-27;2,21;20,13;23,21
2020-11-28;1,42;17,63;19,63
2020-11-29;3,17;24,96;29,54
2020-11-30;14,54;33,92;56,08
2020-12-01;10,59;25,55;41,55
2020-12-02;5,33;25,25;33,13
2020-12-03;3,83;25,75;31,33
2020-12-04;5,58;31,92;40,42
2020-12-05;3,04;17,75;22,17
2020-12-06;1,63;7,33;9,58
2020-12-07;9,42;28,29;42,33
2020-12-08;2,13;14,33;17,25
2020-12-09;3,13;15,25;19,75
2020-12-10;13,75;33,63;54,29
2020-12-11;35,63;47,33;101,58
2020-12-12;1,33;9,04;11,0
2020-12-13;3,17;23,67;28,33
2020-12-14;81,38;64,04;188,13
2020-12-15;41,21;43,88;106,67
2020-12-16;30,36;50,5;96,95
2020-12-17;21,21;47,63;79,88
2020-12-18;9,33;37,17;51,25
2020-12-19;7,63;30,0;41,33
2020-12-20;1,88;16,21;18,96
2020-12-21;6,33;28,29;37,75
2020-12-22;26,58;37,96;78,42
2020-12-23;21,38;40,04;72,63
2020-12-24;8,04;26,71;38,92
2020-12-25;1,38;7,42;9,33
2020-12-26;1,29;10,71;12,38
2020-12-27;1,92;14,0;16,46
2020-12-28;1,79;15,5;18,46
2020-12-29;1,92;10,54;13,04
2020-12-30;2,08;11,33;14,25
2020-12-31;3,13;21,25;25,79
2021-01-01;1,92;15,5;18,29
2021-01-02;2,42;13,96;17,25
2021-01-03;7,83;24,92;36,42
2021-01-04;5,09;23,73;31,41
2021-01-05;4,0;21,0;26,55
2021-01-06;;;
2021-01-07;7,38;35,92;47,0
2021-01-08;7,75;32,88;44,71
2021-01-09;1,67;16,13;18,46
2021-01-10;1,92;19,08;21,63
2021-01-11;3,46;16,58;21,33
2021-01-12;2,42;15,88;19,21
2021-01-13;2,38;14,54;17,75
2021-01-14;3,17;17,79;22,46
2021-01-15;16,17;34,46;59,17
2021-01-16;2,71;19,75;23,67
2021-01-17;2,96;26,83;30,92
2021-01-18;29,68;51,91;97,14
2021-01-19;17,88;32,04;59,04
2021-01-20;13,38;36,46;56,71
2021-01-21;22,71;43,83;78,21
2021-01-22;1,67;14,63;16,58
2021-01-23;1,21;10,38;11,46
2021-01-24;1,17;10,04;11,21
2021-01-25;2,5;16,67;19,75
2021-01-26;2,5;22,75;26,29
2021-01-27;32,29;50,33;99,46
2021-01-28;37,0;49,58;106,04
2021-01-29;15,08;29,04;51,92
2021-01-30;6,54;19,29;28,75
2021-01-31;1,13;3,63;4,21
2021-02-01;1,55;10,82;12,73
2021-02-02;7,17;29,42;39,92
2021-02-03;11,33;34,83;52,04
2021-02-04;13,63;36,71;57,25
2021-02-05;3,5;27,58;32,79
2021-02-06;1,92;18,67;21,13
2021-02-07;1,33;10,42;11,71
2021-02-08;6,42;30,25;39,46
2021-02-09;4,63;25,79;32,5
2021-02-10;1,96;15,71;18,54
2021-02-11;5,33;32,67;40,54
2021-02-12;56,63;55,75;142,17
2021-02-13;2,67;19,0;22,67
2021-02-14;2,0;8,0;9,0
2021-02-15;;;
2021-02-16;;;
2021-02-17;;;
2021-02-18;;;
2021-02-19;;;
2021-02-20;;;
2021-02-21;;;
2021-02-22;;;
2021-02-23;;;
2021-02-24;;;
2021-02-25;;;
2021-02-26;;;
2021-02-27;;;
2021-02-28;;;
2021-03-01;;;
2021-03-02;1,75;16,88;19,88
2021-03-03;2,38;22,0;25,46
2021-03-04;10,08;25,63;40,88
2021-03-05;6,25;29,42;38,75
2021-03-06;4,96;21,0;28,54
2021-03-07;1,42;12,0;14,13
2021-03-08;2,5;23,89;27,44
2021-03-09;2,59;17,86;21,32
2021-03-10;2,71;19,08;22,63
2021-03-11;3,42;27,71;33,04
2021-03-12;3,96;26,38;32,54
2021-03-13;2,71;14,79;18,58
2021-03-14;1,21;11,17;12,92
2021-03-15;2,33;15,5;18,63
2021-03-16;3,63;26,71;32,08
2021-03-17;3,21;19,71;24,38
2021-03-18;2,42;15,42;18,79
2021-03-19;3,0;26,27;30,36
2021-03-20;1,63;17,04;19,33
2021-03-21;1,83;14,08;16,42
2021-03-22;2,83;22,88;27,13
2021-03-23;4,42;26,21;33,04
2021-03-24;10,79;41,0;57,29
2021-03-25;12,92;35,46;55,17
2021-03-26;1,88;16,25;19,13
2021-03-27;1,79;15,88;18,25
2021-03-28;3,39;22,13;27,17
2021-03-29;12,67;37,0;56,25
2021-03-30;4,96;34,67;42,13
2021-03-31;11,54;40,42;57,67
2021-04-01;6,64;38,41;48,68
2021-04-02;1,92;24,08;27,04
2021-04-03;2,79;25,33;29,46
2021-04-04;1,67;15,17;17,63
2021-04-05;1,79;17,25;19,63
2021-04-06;2,0;16,46;19,46
2021-04-07;2,58;17,13;20,79
2021-04-08;1,92;14,67;17,5
2021-04-09;4,29;22,0;28,38
2021-04-10;1,79;23,0;25,63
2021-04-11;1,88;13,75;16,29
2021-04-12;2,13;13,04;16,04
2021-04-13;1,96;18,83;21,75
2021-04-14;1,63;14,92;17,29
2021-04-15;2,04;22,58;25,75
2021-04-16;2,17;21,0;24,04
2021-04-17;1,42;11,38;13,13
2021-04-18;1,16;8,89;10,16
2021-04-19;;;
2021-04-20;3,52;25,1;30,19
2021-04-21;1,46;13,92;15,83
2021-04-22;1,83;13,58;16,0
2021-04-23;6,21;20,04;29,46
2021-04-24;1,83;22,13;24,54
2021-04-25;2,25;14,79;17,83
2021-04-26;1,67;18,21;20,42
2021-04-27;5,13;17,13;24,79
2021-04-28;2,38;17,96;21,29
2021-04-29;2,38;9,63;13,25
2021-04-30;4,33;15,29;21,5
2021-05-01;1,38;4,96;6,13
2021-05-02;1,08;3,29;4,04
2021-05-03;5,13;19,21;26,71
2021-05-04;4,25;16,46;22,75
2021-05-05;5,14;18,82;26,41
2021-05-06;2,04;14,08;17,29
2021-05-07;4,21;22,08;28,46
2021-05-08;1,71;15,67;18,38
2021-05-09;1,92;18,0;20,79
2021-05-10;2,75;21,33;25,63
2021-05-11;1,92;10,58;13,38
2021-05-12;3,83;21,33;27,08
2021-05-13;2,25;12,63;15,71
2021-05-14;2,0;13,96;16,79
2021-05-15;3,38;19,63;24,92
2021-05-16;2,71;20,71;24,75
2021-05-17;1,92;11,5;14,46
2021-05-18;2,14;16,23;19,45
2021-05-19;2,58;15,08;18,88
2021-05-20;2,0;13,13;16,21
2021-05-21;2,38;15,29;18,96
2021-05-22;1,58;11,13;13,42
2021-05-23;3,13;22,83;27,71
2021-05-24;1,71;9,96;12,46
2021-05-25;1,92;12,58;15,33
2021-05-26;3,38;20,25;25,29
2021-05-27;4,46;27,46;34,04
2021-05-28;7,79;33,04;44,71
2021-05-29;6,08;34,25;43,63
2021-05-30;3,04;24,96;29,33
2021-05-31;4,54;30,0;36,67
2021-06-01;5,21;27,58;35,63
2021-06-02;2,5;14,92;18,79
2021-06-03;1,77;13,41;16,0
2021-06-04;2,0;15,75;18,83
2021-06-05;2,21;14,13;17,33
2021-06-06;1,5;12,67;14,92
2021-06-07;2,63;20,71;24,42
2021-06-08;5,79;27,08;35,5
2021-06-09;4,88;29,46;36,63
2021-06-10;5,25;30,29;38,13
2021-06-11;4,54;36,58;43,42
2021-06-12;1,79;18,83;21,29
2021-06-13;1,25;18,92;20,83
2021-06-14;4,71;34,21;41,33
2021-06-15;3,79;37,67;43,04
2021-06-16;3,27;34,86;39,27
2021-06-17;1,54;15,92;18,08
2021-06-18;3,13;20,21;25,0
2021-06-19;2,08;18,83;21,58
2021-06-20;1,46;14,71;16,79
2021-06-21;2,08;12,08;15,0
2021-06-22;2,08;15,46;18,21
2021-06-23;3,46;15,88;20,79
2021-06-24;2,29;12,25;15,46
2021-06-25;1,5;10,21;12,17
2021-06-26;1,42;10,5;12,25
2021-06-27;1,58;9,71;11,88
2021-06-28;2,58;16,63;20,17
2021-06-29;2,04;13,04;15,67
2021-06-30;1,46;9,54;11,13
2021-07-01;1,83;12,29;14,63
2021-07-02;2,29;15,83;19,04
2021-07-03;1,13;12,04;13,42
2021-07-04;1,58;14,04;16,0
2021-07-05;1,95;13,82;16,73
2021-07-06;2,38;13,42;16,88
2021-07-07;2,29;16,17;19,54
2021-07-08;1,92;16,67;19,46
2021-07-09;1,75;10,13;12,71
2021-07-10;1,42;10,38;12,33
2021-07-11;1,79;16,25;19,13
2021-07-12;2,29;17,92;21,33
2021-07-13;2,46;12,08;15,63
2021-07-14;2,42;13,38;17,08
2021-07-15;2,38;12,42;15,92
2021-07-16;2,08;11,63;14,75
2021-07-17;1,79;9,63;12,08
2021-07-18;1,79;11,21;13,46
2021-07-19;4,82;26,55;33,55
2021-07-20;2,25;18,54;20,79
2021-07-21;2,17;21,29;23,38
2021-07-22;2,38;24,83;27,83
2021-07-23;3,21;29,38;33,38
2021-07-24;2,09;26,14;27,14
2021-07-25;1,04;11,79;11,54
2021-07-26;1,63;14,79;16,5
2021-07-27;1,96;10,96;13,38
2021-07-28;1,38;8,42;9,63
2021-07-29;1,43;11,52;11,52
2021-07-30;1,29;13,38;13,67
2021-07-31;1,38;10,29;11,75
2021-08-01;2,46;8,79;12,38
2021-08-02;3,58;17,29;22,5
2021-08-03;3,33;14,75;20,0
2021-08-04;4,75;20,25;27,35
2021-08-05;1,88;15,42;17,67
2021-08-06;1,38;11,08;12,42
2021-08-07;1,54;12,5;14,25
2021-08-08;1,08;8,54;9,83
2021-08-09;3,96;25,71;31,0
2021-08-10;2,79;30,33;34,17
2021-08-11;2,88;34,88;38,92
2021-08-12;4,83;34,5;41,21
2021-08-13;1,92;24,29;26,71
2021-08-14;3,13;25,52;29,74
2021-08-15;1,08;13,67;14,67
2021-08-16;1,17;9,71;11,17
2021-08-17;1,67;9,29;11,83
2021-08-18;1,33;11,9;13,38
2021-08-19;1,29;14,88;16,21
2021-08-20;2,58;17,21;20,71
2021-08-21;1,33;8,96;10,42
2021-08-22;2,08;17,21;19,63
2021-08-23;1,42;17,42;19,04
2021-08-24;1,83;14,0;16,0
2021-08-25;1,79;19,92;22,21
2021-08-26;1,63;13,5;15,79
2021-08-27;2,0;20,21;23,04
2021-08-28;1,46;14,21;16,33
2021-08-29;1,13;10,46;11,83
2021-08-30;1,5;20,54;22,5
2021-08-31;1,96;23,29;25,96
2021-09-01;1,5;18,29;20,42
2021-09-02;1,73;20,68;23,0
2021-09-03;2,21;22,42;25,67
2021-09-04;1,46;13,96;15,88
2021-09-05;1,33;9,58;11,58
2021-09-06;2,33;14,67;18,08
2021-09-07;1,67;16,17;18,29
2021-09-08;4,04;24,25;30,25
2021-09-09;1,5;15,58;17,42
2021-09-10;1,92;22,88;25,42
2021-09-11;1,75;14,29;16,5
2021-09-12;1,75;19,17;21,42
2021-09-13;3,04;18,25;22,92
2021-09-14;1,79;16,33;18,83
2021-09-15;2,25;15,67;18,79
2021-09-16;1,71;15,57;17,81
2021-09-17;2,25;15,46;18,75
2021-09-18;1,38;16,79;18,67
2021-09-19;1,38;9,54;11,5
2021-09-20;2,04;18,58;21,58
2021-09-21;4,67;29,38;36,0
2021-09-22;2,13;21,63;24,58
2021-09-23;3,17;25,54;29,96
2021-09-24;1,42;16,71;18,17
2021-09-25;2,04;21,63;24,58
2021-09-26;1,79;14,42;17,08
2021-09-27;4,0;26,08;31,83
2021-09-28;2,63;19,17;22,75
2021-09-29;2,08;19,33;22,25
2021-09-30;3,04;22,75;27,25
2021-10-01;2,77;27,45;31,23
2021-10-02;2,08;17,88;20,33
2021-10-03;1,04;7,04;7,42
2021-10-04;4,5;19,63;25,92
2021-10-05;5,0;25,21;32,71
2021-10-06;1,92;20,46;22,79
2021-10-07;2,29;24,25;27,21
2021-10-08;3,25;26,75;31,38
2021-10-09;1,17;21,29;22,21
2021-10-10;1,21;15,63;16,71
2021-10-11;3,09;23,09;27,17
2021-10-12;2,54;28,04;31,33
2021-10-13;4,92;31,58;38,79
2021-10-14;2,17;24,92;27,92
2021-10-15;19,92;31,96;62,04
2021-10-16;1,29;17,0;18,08
2021-10-17;1,21;20,63;21,54
2021-10-18;12,25;36,88;54,96
2021-10-19;9,75;28,08;42,79
2021-10-20;1,3;15,87;17,48
2021-10-21;2,33;24,92;28,0
2021-10-22;3,54;32,79;38,38
2021-10-23;2,21;23,5;26,75
2021-10-24;2,0;19,88;22,5
2021-10-25;11,08;30,71;47,08
2021-10-26;6,67;28,25;37,92
2021-10-27;8,88;32,79;45,96
2021-10-28;2,0;26,42;29,17
2021-10-29;7,46;39,67;50,79
2021-10-30;5,88;18,79;27,21
2021-10-31;7,61;20,13;31,3
2021-11-01;1,5;17,38;19,08
2021-11-02;2,13;20,67;23,46
2021-11-03;1,88;17,25;19,58
2021-11-04;2,83;22,42;26,5
2021-11-05;6,18;35,05;44,23
2021-11-06;2,54;28,25;31,92
2021-11-07;2,29;17,29;20,33
2021-11-08;12,92;35,29;54,5
2021-11-09;4,46;29,13;35,67
2021-11-10;3,0;26,71;30,67
2021-11-11;2,21;22,21;25,25
2021-11-12;14,04;38,46;59,71
2021-11-13;3,83;29,54;35,29
2021-11-14;1,33;13,75;15,29
2021-11-15;18,17;34,08;61,5
2021-11-16;5,42;29,29;37,42
2021-11-17;10,75;28,58;44,63
2021-11-18;13,68;36,77;57,32
2021-11-19;36,42;54,25;109,58
2021-11-20;35,0;55,21;108,38
2021-11-21;6,5;36,88;46,79
2021-11-22;4,29;27,96;34,29
2021-11-23;2,58;28,04;31,83
2021-11-24;2,21;28,13;31,25
2021-11-25;4,75;33,5;40,5
2021-11-26;3,33;20,04;25,0
2021-11-27;1,75;13,58;16,0
2021-11-28;1,29;7,63;9,25
2021-11-29;12,92;34,33;53,79
2021-11-30;29,33;55,54;100,17
2021-12-01;6,86;25,59;35,82
2021-12-02;3,0;20,33;25,04
2021-12-03;19,04;36,33;65,17
2021-12-04;3,71;17,17;22,5
2021-12-05;1,17;6,63;7,92
2021-12-06;9,75;26,0;40,63
2021-12-07;13,96;39,46;60,67
2021-12-08;2,88;14,5;18,67
2021-12-09;2,46;14,96;18,33
2021-12-10;1,5;10,54;12,5
2021-12-11;5,21;36,75;44,58
2021-12-12;7,96;31,04;43,21
2021-12-13;36,63;46,63;102,33
2021-12-14;38,88;48,79;108,13
2021-12-15;89,71;69,79;206,5
2021-12-16;58,42;53,17;142,42
2021-12-17;16,96;38,33;64,42
2021-12-18;12,83;40,88;60,42
2021-12-19;9,75;34,79;49,54
2021-12-20;6,18;30,32;39,59
2021-12-21;13,88;32,79;54,04
2021-12-22;12,33;39,08;57,88
2021-12-23;11,25;38,79;55,88
2021-12-24;11,13;38,42;55,33
2021-12-25;5,17;23,92;31,71
2021-12-26;6,75;22,38;32,58
2021-12-27;1,63;13,21;15,46
2021-12-28;1,46;11,92;14,0
2021-12-29;1,88;13,21;15,71
2021-12-30;8,96;26,5;40,04
2021-12-31;38,63;42,21;101,13
2022-01-01;5,21;24,25;32,17
2022-01-02;2,08;21,79;24,71
2022-01-03;21,21;36,5;68,92
2022-01-04;34,83;49,39;102,87
2022-01-05;4,17;27,42;33,58
2022-01-06;1,75;12,29;14,58
2022-01-07;6,04;28,08;36,67
2022-01-08;1,75;15,46;17,96
2022-01-09;1,08;6,96;8,29
2022-01-10;3,29;33,25;38,17
2022-01-11;20,38;42,67;73,67
2022-01-12;5,21;29,71;37,46
2022-01-13;21,92;54,75;87,96
2022-01-14;35,13;59,71;113,13
2022-01-15;1,79;20,5;22,96
2022-01-16;3,83;29,63;35,29
2022-01-17;3,18;30,82;35,32
2022-01-18;3,5;27,92;32,88
2022-01-19;9,67;36,92;51,54
2022-01-20;7,75;33,79;45,58
2022-01-21;4,08;27,75;33,79
2022-01-22;2,38;19,17;22,33
2022-01-23;15,17;42,79;65,75
2022-01-24;27,58;51,58;93,67
2022-01-25;34,29;52,29;104,5
2022-01-26;26,63;51,33;91,88
2022-01-27;20,67;46,21;77,5
2022-01-28;11,63;36,42;54,0
2022-01-29;13,67;37,46;57,79
2022-01-30;16,63;31,58;56,67
2022-01-31;4,71;28,25;34,96
2022-02-01;4,52;30,62;37,29
2022-02-02;11,71;36,17;53,54
2022-02-03;53,38;53,63;135,0
2022-02-04;21,21;42,29;74,46
2022-02-05;6,21;31,83;40,96
2022-02-06;1,46;15,21;17,0
2022-02-07;15,38;34,46;57,71
2022-02-08;26,79;39,33;80,17
2022-02-09;6,96;30,63;41,08
2022-02-10;21,92;45,71;78,96
2022-02-11;25,88;54,25;93,5
2022-02-12;2,21;25,25;28,0
2022-02-13;1,88;21,04;23,54
2022-02-14;2,67;19,33;22,83
2022-02-15;2,64;21,86;25,45
2022-02-16;11,25;32,96;49,63
2022-02-17;18,0;39,08;66,13
2022-02-18;23,42;33,46;68,96
2022-02-19;1,46;17,54;19,38
2022-02-20;1,79;15,08;17,71
2022-02-21;8,38;30,13;42,71
2022-02-22;2,58;23,38;26,96
2022-02-23;5,63;33,29;41,75
2022-02-24;6,54;33,96;43,58
2022-02-25;4,38;34,21;40,67
2022-02-26;1,5;18,25;19,92
2022-02-27;2,67;26,25;29,83
2022-02-28;1,46;21,96;24,04
2022-03-01;3,42;23,92;28,58
